Unnamed: 0,cellID,cellType,sampleInfo,Ontology Id
Cell1145,Cell1145,Cancer_clone_A,sample1,CL:0000151
Cell1146,Cell1146,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1147,Cell1147,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1148,Cell1148,Cancer_clone_A,sample1,CL:0000151
Cell1149,Cell1149,Cancer_clone_B,sample1,CL:0000151
Cell1150,Cell1150,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1151,Cell1151,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1152,Cell1152,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1153,Cell1153,mDCs_B,sample1,CL:0002150
Cell1154,Cell1154,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1155,Cell1155,Cancer_clone_B,sample1,CL:0000151
Cell1156,Cell1156,Cancer_clone_A,sample1,CL:0000540
Cell1157,Cell1157,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1158,Cell1158,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1159,Cell1159,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1160,Cell1160,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1161,Cell1161,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1162,Cell1162,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1163,Cell1163,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1164,Cell1164,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1165,Cell1165,Cancer_clone_B,sample1,CL:0000322
Cell1166,Cell1166,Ductal_APOL1_high-hypoxic,sample1,CL:0000540
Cell1167,Cell1167,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1168,Cell1168,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1169,Cell1169,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1170,Cell1170,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1171,Cell1171,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1172,Cell1172,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1173,Cell1173,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1174,Cell1174,Ductal_APOL1_high-hypoxic,sample1,CL:0002139
Cell1175,Cell1175,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1176,Cell1176,Cancer_clone_A,sample1,CL:0000322
Cell1177,Cell1177,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1178,Cell1178,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1179,Cell1179,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1180,Cell1180,Cancer_clone_B,sample1,CL:0000064
Cell1181,Cell1181,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1182,Cell1182,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1183,Cell1183,Ductal_terminal_ductal_like,sample1,CL:0000540
Cell1184,Cell1184,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1185,Cell1185,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1186,Cell1186,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1187,Cell1187,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1188,Cell1188,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1189,Cell1189,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1190,Cell1190,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1191,Cell1191,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1192,Cell1192,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1193,Cell1193,Cancer_clone_B,sample1,CL:0000322
Cell1194,Cell1194,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1195,Cell1195,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1196,Cell1196,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1197,Cell1197,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1198,Cell1198,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1199,Cell1199,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1200,Cell1200,Cancer_clone_B,sample1,CL:0000322
Cell1201,Cell1201,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1202,Cell1202,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1203,Cell1203,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1204,Cell1204,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1205,Cell1205,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1206,Cell1206,Cancer_clone_A,sample1,CL:0000322
Cell1207,Cell1207,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1208,Cell1208,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1209,Cell1209,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1210,Cell1210,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1211,Cell1211,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1212,Cell1212,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1213,Cell1213,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1214,Cell1214,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1215,Cell1215,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell1216,Cell1216,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1217,Cell1217,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1218,Cell1218,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1219,Cell1219,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1220,Cell1220,Monocytes,sample1,CL:0000766
Cell1221,Cell1221,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1222,Cell1222,Cancer_clone_B,sample1,CL:0000071
Cell1223,Cell1223,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1224,Cell1224,Tuft_cells,sample1,CL:0000151
Cell1225,Cell1225,Macrophages_A,sample1,CL:0002150
Cell1226,Cell1226,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1227,Cell1227,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1228,Cell1228,Macrophages_B,sample1,CL:0002150
Cell1229,Cell1229,T_cells_&_NK_cells,sample1,CL:0000540
Cell1230,Cell1230,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1231,Cell1231,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1232,Cell1232,Cancer_clone_B,sample1,CL:0000071
Cell1233,Cell1233,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1234,Cell1234,Ductal_terminal_ductal_like,sample1,CL:0000071
Cell1235,Cell1235,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1236,Cell1236,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1237,Cell1237,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell1238,Cell1238,Cancer_clone_B,sample1,CL:0000151
Cell1239,Cell1239,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1240,Cell1240,Cancer_clone_B,sample1,CL:0000322
Cell1241,Cell1241,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1242,Cell1242,Tuft_cells,sample1,CL:0000126
Cell1243,Cell1243,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1244,Cell1244,Endothelial_cells,sample1,CL:0000071
Cell1245,Cell1245,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1246,Cell1246,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1247,Cell1247,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1248,Cell1248,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1249,Cell1249,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1250,Cell1250,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1251,Cell1251,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1252,Cell1252,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1253,Cell1253,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1254,Cell1254,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1255,Cell1255,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1256,Cell1256,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1257,Cell1257,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell1258,Cell1258,mDCs_B,sample1,CL:0002150
Cell1259,Cell1259,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1260,Cell1260,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1261,Cell1261,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1262,Cell1262,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1263,Cell1263,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1264,Cell1264,Cancer_clone_B,sample1,CL:0000322
Cell1265,Cell1265,Cancer_clone_B,sample1,CL:0000064
Cell1266,Cell1266,Cancer_clone_B,sample1,CL:0000322
Cell1267,Cell1267,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1268,Cell1268,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1269,Cell1269,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1270,Cell1270,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1271,Cell1271,Macrophages_B,sample1,CL:0002150
Cell1272,Cell1272,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1273,Cell1273,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1274,Cell1274,Cancer_clone_A,sample1,CL:0000322
Cell1275,Cell1275,Cancer_clone_A,sample1,CL:0000151
Cell1276,Cell1276,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000067
Cell1277,Cell1277,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1278,Cell1278,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1279,Cell1279,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1280,Cell1280,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1281,Cell1281,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1282,Cell1282,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1283,Cell1283,Cancer_clone_B,sample1,CL:0000322
Cell1284,Cell1284,Tuft_cells,sample1,CL:0000151
Cell1285,Cell1285,Ductal_MHC_Class_II,sample1,CL:0000067
Cell1286,Cell1286,Cancer_clone_A,sample1,CL:0000322
Cell1287,Cell1287,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1288,Cell1288,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1289,Cell1289,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1290,Cell1290,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1291,Cell1291,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1292,Cell1292,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1293,Cell1293,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1294,Cell1294,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1295,Cell1295,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1296,Cell1296,Cancer_clone_B,sample1,CL:0000151
Cell1297,Cell1297,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1298,Cell1298,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1299,Cell1299,Cancer_clone_A,sample1,CL:0000322
Cell1300,Cell1300,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1301,Cell1301,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1302,Cell1302,T_cells_&_NK_cells,sample1,CL:0002436
Cell1303,Cell1303,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1304,Cell1304,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1305,Cell1305,T_cells_&_NK_cells,sample1,CL:0000123
Cell1306,Cell1306,Cancer_clone_B,sample1,CL:0000064
Cell1307,Cell1307,Macrophages_B,sample1,CL:0002150
Cell1308,Cell1308,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1309,Cell1309,Cancer_clone_B,sample1,CL:0000322
Cell1310,Cell1310,Cancer_clone_B,sample1,CL:0000322
Cell1311,Cell1311,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1312,Cell1312,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1313,Cell1313,Tuft_cells,sample1,CL:0000151
Cell1314,Cell1314,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000123
Cell1315,Cell1315,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell1316,Cell1316,mDCs_B,sample1,CL:0002150
Cell1317,Cell1317,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1318,Cell1318,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1319,Cell1319,T_cells_&_NK_cells,sample1,CL:0002436
Cell1320,Cell1320,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1321,Cell1321,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1322,Cell1322,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1323,Cell1323,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1324,Cell1324,Cancer_clone_B,sample1,CL:0000071
Cell1325,Cell1325,Cancer_clone_A,sample1,CL:0000322
Cell1326,Cell1326,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1327,Cell1327,Cancer_clone_A,sample1,CL:0000064
Cell1328,Cell1328,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1329,Cell1329,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1330,Cell1330,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1331,Cell1331,Cancer_clone_B,sample1,CL:0000151
Cell1332,Cell1332,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1333,Cell1333,Cancer_clone_B,sample1,CL:0000322
Cell1334,Cell1334,Cancer_clone_A,sample1,CL:0000071
Cell1335,Cell1335,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000123
Cell1336,Cell1336,Tuft_cells,sample1,CL:0000151
Cell1337,Cell1337,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1338,Cell1338,Cancer_clone_B,sample1,CL:0000322
Cell1339,Cell1339,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1340,Cell1340,Cancer_clone_B,sample1,CL:0000322
Cell1341,Cell1341,Cancer_clone_A,sample1,CL:0000151
Cell1342,Cell1342,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1343,Cell1343,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1344,Cell1344,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1345,Cell1345,Cancer_clone_B,sample1,CL:0000322
Cell1346,Cell1346,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1347,Cell1347,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1348,Cell1348,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell1349,Cell1349,Macrophages_B,sample1,CL:0000123
Cell1350,Cell1350,Cancer_clone_A,sample1,CL:0000151
Cell1351,Cell1351,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1352,Cell1352,Cancer_clone_B,sample1,CL:0000322
Cell1353,Cell1353,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1354,Cell1354,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1355,Cell1355,Monocytes,sample1,CL:0000123
Cell1356,Cell1356,Tuft_cells,sample1,CL:0000151
Cell1357,Cell1357,pDCs,sample1,CL:0000123
Cell1358,Cell1358,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1359,Cell1359,Cancer_clone_B,sample1,CL:0000322
Cell1360,Cell1360,mDCs_B,sample1,CL:0002150
Cell1361,Cell1361,Cancer_clone_A,sample1,CL:0000123
Cell1362,Cell1362,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1363,Cell1363,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1364,Cell1364,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1365,Cell1365,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1366,Cell1366,RBCs,sample1,CL:0000071
Cell1367,Cell1367,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1368,Cell1368,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1369,Cell1369,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1370,Cell1370,RBCs,sample1,CL:0000071
Cell1371,Cell1371,RBCs,sample1,CL:0000081
Cell1372,Cell1372,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1373,Cell1373,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1374,Cell1374,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1375,Cell1375,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1376,Cell1376,Cancer_clone_B,sample1,CL:0000071
Cell1377,Cell1377,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1378,Cell1378,Acinar_cells,sample1,CL:0000322
Cell1379,Cell1379,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1380,Cell1380,Cancer_clone_A,sample1,CL:0000322
Cell1381,Cell1381,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1382,Cell1382,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1383,Cell1383,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1384,Cell1384,Cancer_clone_B,sample1,CL:0000322
Cell1385,Cell1385,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1386,Cell1386,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1387,Cell1387,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1388,Cell1388,Ductal_terminal_ductal_like,sample1,CL:0000540
Cell1389,Cell1389,Ductal_APOL1_high-hypoxic,sample1,CL:0000540
Cell1390,Cell1390,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1391,Cell1391,Cancer_clone_B,sample1,CL:0000151
Cell1392,Cell1392,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1393,Cell1393,Cancer_clone_A,sample1,CL:0000322
Cell1394,Cell1394,Cancer_clone_A,sample1,CL:0000151
Cell1395,Cell1395,Cancer_clone_A,sample1,CL:0000151
Cell1396,Cell1396,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1397,Cell1397,Cancer_clone_A,sample1,CL:0000322
Cell1398,Cell1398,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1399,Cell1399,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1400,Cell1400,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1401,Cell1401,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1402,Cell1402,Cancer_clone_B,sample1,CL:0000322
Cell1403,Cell1403,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1404,Cell1404,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1405,Cell1405,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1406,Cell1406,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1407,Cell1407,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1408,Cell1408,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1409,Cell1409,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1410,Cell1410,Cancer_clone_B,sample1,CL:0000064
Cell1411,Cell1411,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1412,Cell1412,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1413,Cell1413,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1414,Cell1414,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1415,Cell1415,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1416,Cell1416,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1417,Cell1417,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1418,Cell1418,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1419,Cell1419,Cancer_clone_A,sample1,CL:0000322
Cell1420,Cell1420,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1421,Cell1421,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1422,Cell1422,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1423,Cell1423,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1424,Cell1424,Cancer_clone_B,sample1,CL:0000151
Cell1425,Cell1425,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1426,Cell1426,mDCs_A,sample1,CL:0002150
Cell1427,Cell1427,Ductal_MHC_Class_II,sample1,CL:0000071
Cell1428,Cell1428,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1429,Cell1429,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1430,Cell1430,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1431,Cell1431,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1432,Cell1432,mDCs_B,sample1,CL:0002150
Cell1433,Cell1433,Cancer_clone_B,sample1,CL:0000322
Cell1434,Cell1434,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1435,Cell1435,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1436,Cell1436,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1437,Cell1437,Acinar_cells,sample1,CL:0000322
Cell1438,Cell1438,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1439,Cell1439,Endothelial_cells,sample1,CL:0000071
Cell1440,Cell1440,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1441,Cell1441,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1442,Cell1442,Cancer_clone_B,sample1,CL:0000322
Cell1443,Cell1443,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1444,Cell1444,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1445,Cell1445,mDCs_B,sample1,CL:0002150
Cell1446,Cell1446,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1447,Cell1447,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1448,Cell1448,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1449,Cell1449,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1450,Cell1450,RBCs,sample1,CL:0000151
Cell1451,Cell1451,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1452,Cell1452,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1453,Cell1453,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1454,Cell1454,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1455,Cell1455,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000067
Cell1456,Cell1456,Cancer_clone_B,sample1,CL:0000151
Cell1457,Cell1457,Cancer_clone_B,sample1,CL:0000322
Cell1458,Cell1458,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1459,Cell1459,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1460,Cell1460,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1461,Cell1461,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1462,Cell1462,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1463,Cell1463,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1464,Cell1464,Cancer_clone_B,sample1,CL:0000322
Cell1465,Cell1465,Mast_cells,sample1,CL:0000123
Cell1466,Cell1466,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1467,Cell1467,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1468,Cell1468,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1469,Cell1469,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1470,Cell1470,Cancer_clone_A,sample1,CL:0000322
Cell1471,Cell1471,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1472,Cell1472,mDCs_B,sample1,CL:0002150
Cell1473,Cell1473,Endothelial_cells,sample1,CL:0000071
Cell1474,Cell1474,Cancer_clone_B,sample1,CL:0000151
Cell1475,Cell1475,mDCs_B,sample1,CL:0002150
Cell1476,Cell1476,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell1477,Cell1477,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1478,Cell1478,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1479,Cell1479,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1480,Cell1480,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1481,Cell1481,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1482,Cell1482,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1483,Cell1483,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1484,Cell1484,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1485,Cell1485,Mast_cells,sample1,CL:0000126
Cell1486,Cell1486,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1487,Cell1487,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1488,Cell1488,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1489,Cell1489,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1490,Cell1490,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1491,Cell1491,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1492,Cell1492,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1493,Cell1493,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1494,Cell1494,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1495,Cell1495,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1496,Cell1496,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1497,Cell1497,Cancer_clone_A,sample1,CL:0000151
Cell1498,Cell1498,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1499,Cell1499,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1500,Cell1500,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1501,Cell1501,Cancer_clone_A,sample1,CL:0000322
Cell1502,Cell1502,Cancer_clone_B,sample1,CL:0000322
Cell1503,Cell1503,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1504,Cell1504,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1505,Cell1505,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1506,Cell1506,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1507,Cell1507,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1508,Cell1508,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1509,Cell1509,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
